ts,symbol,event_type,last_px,last_sz,side,bid_px_1,bid_sz_1,ask_px_1,ask_sz_1,bid_px_2,bid_sz_2,ask_px_2,ask_sz_2,bid_px_3,bid_sz_3,ask_px_3,ask_sz_3,bid_px_4,bid_sz_4,ask_px_4,ask_sz_4,bid_px_5,bid_sz_5,ask_px_5,ask_sz_5,bid_px_6,bid_sz_6,ask_px_6,ask_sz_6,bid_px_7,bid_sz_7,ask_px_7,ask_sz_7,bid_px_8,bid_sz_8,ask_px_8,ask_sz_8,bid_px_9,bid_sz_9,ask_px_9,ask_sz_9,bid_px_10,bid_sz_10,ask_px_10,ask_sz_10
156900000000,000001.SZ,quote,10.094505,2915,-1,10.076434,1550,10.112575,4624,10.066434,728,10.122575,969,10.056434,3036,10.132575,1128,10.046434,4280,10.142575,4461,10.036434,765,10.152575,4557,10.026434,2476,10.162575,2710,10.016434,3968,10.172575,851,10.006434,2533,10.182575,1367,9.996434,3888,10.192575,1300,9.986434,2315,10.202575,2941
157000000000,000001.SZ,quote,10.09158,1144,-1,10.075681,3656,10.107479,2697,10.065681,3367,10.117479,4443,10.055681,3151,10.127479,1953,10.045681,4496,10.137479,3328,10.035681,2864,10.147479,1967,10.025681,4619,10.157479,2148,10.015681,1528,10.167479,3773,10.005681,4513,10.177479,4613,9.995681,3272,10.187479,1239,9.985681,3408,10.197479,927
157100000000,000001.SZ,quote,10.091117,4368,-1,10.072041,3346,10.110194,3437,10.062041,4334,10.120194,1399,10.052041,3163,10.130194,3488,10.042041,3906,10.140194,3911,10.032041,1163,10.150194,3951,10.022041,3896,10.160194,2970,10.012041,853,10.170194,2462,10.002041,3945,10.180194,2457,9.992041,3678,10.190194,2555,9.982041,3836,10.200194,615
157200000000,000001.SZ,quote,10.090167,2668,-1,10.071106,3885,10.109228,1454,10.061106,1087,10.119228,2294,10.051106,2196,10.129228,3237,10.041106,3902,10.139228,2039,10.031106,2034,10.149228,1578,10.021106,2636,10.159228,3542,10.011106,1111,10.169228,4684,10.001106,1717,10.179228,3557,9.991106,3735,10.189228,3810,9.981106,1051,10.199228,1553
157300000000,000001.SZ,quote,10.087656,3619,1,10.074494,3055,10.100819,3677,10.064494,4482,10.110819,2991,10.054494,4805,10.120819,4446,10.044494,4657,10.130819,3845,10.034494,2123,10.140819,1198,10.024494,3980,10.150819,2338,10.014494,978,10.160819,3346,10.004494,1827,10.170819,4552,9.994494,917,10.180819,2628,9.984494,2178,10.190819,3684
157400000000,000001.SZ,quote,10.088081,1600,-1,10.069434,3347,10.106727,1143,10.059434,3956,10.116727,2551,10.049434,1590,10.126727,2425,10.039434,535,10.136727,1487,10.029434,1598,10.146727,4454,10.019434,2806,10.156727,3820,10.009434,581,10.166727,1406,9.999434,4496,10.176727,3698,9.989434,2169,10.186727,1384,9.979434,1241,10.196727,4615
157500000000,000001.SZ,quote,10.090254,239,1,10.076304,3333,10.104204,2353,10.066304,3681,10.114204,536,10.056304,3941,10.124204,1728,10.046304,1923,10.134204,2078,10.036304,598,10.144204,3885,10.026304,2044,10.154204,3353,10.016304,3917,10.164204,4353,10.006304,2188,10.174204,3390,9.996304,4516,10.184204,4225,9.986304,3561,10.194204,3707
157600000000,000001.SZ,quote,10.090976,4366,1,10.076662,1031,10.105291,515,10.066662,2940,10.115291,568,10.056662,789,10.125291,2278,10.046662,1805,10.135291,4340,10.036662,2164,10.145291,651,10.026662,2285,10.155291,1544,10.016662,3027,10.165291,4790,10.006662,1926,10.175291,4141,9.996662,2995,10.185291,3620,9.986662,2195,10.195291,3161
157700000000,000001.SZ,quote,10.08874,2897,1,10.070943,1162,10.106537,1449,10.060943,4717,10.116537,1739,10.050943,605,10.126537,2489,10.040943,4924,10.136537,527,10.030943,4016,10.146537,3199,10.020943,4641,10.156537,3883,10.010943,1636,10.166537,1049,10.000943,3243,10.176537,2137,9.990943,1024,10.186537,1343,9.980943,1269,10.196537,1840
157800000000,000001.SZ,quote,10.088755,4068,-1,10.076127,2212,10.101384,3705,10.066127,3972,10.111384,3653,10.056127,3721,10.121384,2372,10.046127,3713,10.131384,2988,10.036127,4433,10.141384,1935,10.026127,4654,10.151384,1103,10.016127,2517,10.161384,1797,10.006127,3892,10.171384,3173,9.996127,4722,10.181384,2792,9.986127,3254,10.191384,583
157900000000,000001.SZ,quote,10.08691,4125,-1,10.067093,1917,10.106728,2778,10.057093,752,10.116728,2342,10.047093,4518,10.126728,3459,10.037093,2291,10.136728,3326,10.027093,2121,10.146728,1381,10.017093,2145,10.156728,1772,10.007093,2555,10.166728,3309,9.997093,1533,10.176728,4171,9.987093,3203,10.186728,3896,9.977093,4199,10.196728,1303
158000000000,000001.SZ,quote,10.087403,2144,-1,10.072664,3524,10.102141,3799,10.062664,4606,10.112141,4225,10.052664,1004,10.122141,4236,10.042664,1049,10.132141,1530,10.032664,3760,10.142141,3201,10.022664,1743,10.152141,2826,10.012664,2892,10.162141,4938,10.002664,1091,10.172141,4600,9.992664,3412,10.182141,1810,9.982664,4639,10.192141,2449
158100000000,000001.SZ,quote,10.087449,132,-1,10.068253,3187,10.106644,1489,10.058253,2765,10.116644,4324,10.048253,4118,10.126644,4568,10.038253,3888,10.136644,2697,10.028253,1231,10.146644,2515,10.018253,3776,10.156644,1195,10.008253,3844,10.166644,3383,9.998253,4108,10.176644,3890,9.988253,3337,10.186644,1627,9.978253,4662,10.196644,1864
158200000000,000001.SZ,quote,10.090201,3268,-1,10.072576,3185,10.107827,2702,10.062576,694,10.117827,1573,10.052576,2997,10.127827,2658,10.042576,2928,10.137827,2054,10.032576,2597,10.147827,3120,10.022576,4252,10.157827,4434,10.012576,3852,10.167827,3736,10.002576,1129,10.177827,2447,9.992576,4942,10.187827,4891,9.982576,4079,10.197827,3311
158300000000,000001.SZ,quote,10.090953,378,-1,10.078822,3510,10.103085,3339,10.068822,3779,10.113085,4133,10.058822,4723,10.123085,2036,10.048822,1660,10.133085,2206,10.038822,3486,10.143085,2042,10.028822,3642,10.153085,625,10.018822,1458,10.163085,2832,10.008822,1212,10.173085,1763,9.998822,4265,10.183085,751,9.988822,3900,10.193085,3636
158400000000,000001.SZ,quote,10.08859,1982,1,10.07039,781,10.10679,4850,10.06039,4536,10.11679,4881,10.05039,840,10.12679,4090,10.04039,1612,10.13679,505,10.03039,1645,10.14679,738,10.02039,2330,10.15679,2258,10.01039,4998,10.16679,1320,10.00039,1046,10.17679,1793,9.99039,593,10.18679,3997,9.98039,3744,10.19679,4405
158500000000,000001.SZ,quote,10.088162,1442,-1,10.074403,2133,10.10192,4135,10.064403,2331,10.11192,2918,10.054403,2549,10.12192,4622,10.044403,2333,10.13192,3574,10.034403,3462,10.14192,3944,10.024403,4456,10.15192,507,10.014403,4268,10.16192,1324,10.004403,520,10.17192,3346,9.994403,3822,10.18192,3170,9.984403,4517,10.19192,2851
158600000000,000001.SZ,quote,10.090196,4924,1,10.071423,4506,10.108968,4418,10.061423,778,10.118968,3102,10.051423,2635,10.128968,3703,10.041423,4191,10.138968,2148,10.031423,2498,10.148968,1121,10.021423,3715,10.158968,2558,10.011423,546,10.168968,3299,10.001423,2716,10.178968,3987,9.991423,4863,10.188968,4556,9.981423,2474,10.198968,910
158700000000,000001.SZ,quote,10.091726,4217,1,10.075586,4872,10.107866,1520,10.065586,976,10.117866,1817,10.055586,3207,10.127866,2239,10.045586,1274,10.137866,1619,10.035586,1942,10.147866,3960,10.025586,3937,10.157866,1546,10.015586,3090,10.167866,2729,10.005586,4557,10.177866,4664,9.995586,898,10.187866,767,9.985586,3185,10.197866,4724
158800000000,000001.SZ,quote,10.089036,842,1,10.076923,3662,10.101149,1500,10.066923,3084,10.111149,4324,10.056923,606,10.121149,834,10.046923,709,10.131149,1076,10.036923,955,10.141149,786,10.026923,4192,10.151149,2217,10.016923,4752,10.161149,4648,10.006923,3123,10.171149,2610,9.996923,3715,10.181149,4112,9.986923,2398,10.191149,3031
158900000000,000001.SZ,quote,10.090407,3392,-1,10.076143,765,10.104672,2763,10.066143,1357,10.114672,2225,10.056143,1379,10.124672,4851,10.046143,3104,10.134672,3596,10.036143,4578,10.144672,1054,10.026143,4789,10.154672,2294,10.016143,1675,10.164672,1394,10.006143,2147,10.174672,608,9.996143,3368,10.184672,2906,9.986143,1530,10.194672,4936
159000000000,000001.SZ,quote,10.091232,1534,1,10.073994,1055,10.10847,1348,10.063994,1209,10.11847,842,10.053994,2108,10.12847,3394,10.043994,2959,10.13847,617,10.033994,2906,10.14847,1860,10.023994,2815,10.15847,1016,10.013994,1986,10.16847,3068,10.003994,4173,10.17847,797,9.993994,2369,10.18847,1642,9.983994,2522,10.19847,4942
159100000000,000001.SZ,quote,10.09249,3935,1,10.075055,4024,10.109925,797,10.065055,3672,10.119925,1854,10.055055,4789,10.129925,3122,10.045055,1081,10.139925,2154,10.035055,3037,10.149925,636,10.025055,2240,10.159925,4353,10.015055,2284,10.169925,4872,10.005055,4277,10.179925,2849,9.995055,2877,10.189925,2092,9.985055,674,10.199925,4825
159200000000,000001.SZ,quote,10.090089,2056,-1,10.076517,2175,10.103662,4167,10.066517,569,10.113662,1977,10.056517,3652,10.123662,3628,10.046517,2485,10.133662,4676,10.036517,1866,10.143662,536,10.026517,4365,10.153662,1502,10.016517,3352,10.163662,3030,10.006517,1154,10.173662,3168,9.996517,1460,10.183662,2322,9.986517,2328,10.193662,1363
159300000000,000001.SZ,quote,10.087555,3499,-1,10.071796,3294,10.103315,4085,10.061796,4178,10.113315,3825,10.051796,4205,10.123315,4541,10.041796,1085,10.133315,1618,10.031796,1604,10.143315,773,10.021796,2365,10.153315,983,10.011796,1778,10.163315,4847,10.001796,4136,10.173315,3118,9.991796,4086,10.183315,2710,9.981796,774,10.193315,3428
159400000000,000001.SZ,quote,10.087576,1621,-1,10.069557,605,10.105596,2213,10.059557,3921,10.115596,606,10.049557,3597,10.125596,4087,10.039557,4504,10.135596,4840,10.029557,4449,10.145596,1407,10.019557,1890,10.155596,2681,10.009557,4367,10.165596,1933,9.999557,3596,10.175596,3151,9.989557,3298,10.185596,4312,9.979557,1025,10.195596,2051
159500000000,000001.SZ,quote,10.090117,3493,1,10.075862,2619,10.104371,3477,10.065862,1276,10.114371,3032,10.055862,3091,10.124371,2374,10.045862,4207,10.134371,3419,10.035862,1955,10.144371,3411,10.025862,4132,10.154371,2961,10.015862,2934,10.164371,4745,10.005862,4856,10.174371,1697,9.995862,3147,10.184371,1642,9.985862,3934,10.194371,897
159600000000,000001.SZ,quote,10.09136,3092,-1,10.072829,1343,10.109891,1419,10.062829,3077,10.119891,4045,10.052829,4402,10.129891,2545,10.042829,2402,10.139891,4951,10.032829,3320,10.149891,1110,10.022829,3119,10.159891,4267,10.012829,4004,10.169891,2849,10.002829,3944,10.179891,4550,9.992829,803,10.189891,3516,9.982829,993,10.199891,3889
159700000000,000001.SZ,quote,10.092866,4458,-1,10.074094,4961,10.111637,2157,10.064094,4628,10.121637,2216,10.054094,1054,10.131637,2329,10.044094,2623,10.141637,4054,10.034094,3151,10.151637,995,10.024094,1953,10.161637,4472,10.014094,3121,10.171637,4670,10.004094,4008,10.181637,922,9.994094,2536,10.191637,2951,9.984094,3318,10.201637,3586
159800000000,000001.SZ,quote,10.091082,1792,-1,10.077154,2500,10.10501,2962,10.067154,3445,10.11501,1633,10.057154,2784,10.12501,3129,10.047154,4203,10.13501,939,10.037154,3277,10.14501,1131,10.027154,3095,10.15501,3262,10.017154,4354,10.16501,4845,10.007154,1593,10.17501,3796,9.997154,2075,10.18501,4886,9.987154,4955,10.19501,561
159900000000,000001.SZ,quote,10.093025,1461,1,10.079405,1690,10.106646,4300,10.069405,1226,10.116646,3592,10.059405,1401,10.126646,4803,10.049405,3692,10.136646,1816,10.039405,4688,10.146646,3595,10.029405,4290,10.156646,2555,10.019405,4443,10.166646,3923,10.009405,1973,10.176646,2266,9.999405,4345,10.186646,701,9.989405,2213,10.196646,3322
160000000000,000001.SZ,quote,10.093934,4689,1,10.079701,2018,10.108167,3885,10.069701,4813,10.118167,1286,10.059701,2050,10.128167,1506,10.049701,1769,10.138167,1965,10.039701,2798,10.148167,1239,10.029701,1939,10.158167,2326,10.019701,1642,10.168167,4681,10.009701,507,10.178167,3709,9.999701,2019,10.188167,3355,9.989701,2471,10.198167,2553
160100000000,000001.SZ,quote,10.096139,4210,1,10.083381,2749,10.108898,3299,10.073381,3515,10.118898,2779,10.063381,1027,10.128898,4916,10.053381,1845,10.138898,3107,10.043381,4913,10.148898,4840,10.033381,2458,10.158898,1200,10.023381,2640,10.168898,529,10.013381,919,10.178898,2402,10.003381,3343,10.188898,3795,9.993381,2340,10.198898,729
160200000000,000001.SZ,quote,10.094357,4237,-1,10.075039,4031,10.113676,4389,10.065039,2062,10.123676,3173,10.055039,2980,10.133676,574,10.045039,3026,10.143676,4159,10.035039,4978,10.153676,3615,10.025039,3451,10.163676,4129,10.015039,1321,10.173676,3994,10.005039,4626,10.183676,4077,9.995039,1640,10.193676,1256,9.985039,2094,10.203676,1710
160300000000,000001.SZ,quote,10.096034,588,1,10.077684,1914,10.114384,4922,10.067684,3840,10.124384,4892,10.057684,3070,10.134384,3661,10.047684,2893,10.144384,2222,10.037684,2941,10.154384,4090,10.027684,3667,10.164384,914,10.017684,4791,10.174384,4909,10.007684,1932,10.184384,2227,9.997684,666,10.194384,1892,9.987684,3461,10.204384,4959
160400000000,000001.SZ,quote,10.09567,2471,1,10.079505,4324,10.111836,2248,10.069505,3718,10.121836,2214,10.059505,1139,10.131836,3749,10.049505,2157,10.141836,2499,10.039505,634,10.151836,2904,10.029505,3673,10.161836,843,10.019505,1344,10.171836,4342,10.009505,1791,10.181836,3728,9.999505,1747,10.191836,4711,9.989505,616,10.201836,2430
160500000000,000001.SZ,quote,10.098338,3419,1,10.08073,902,10.115946,4723,10.07073,2826,10.125946,4592,10.06073,2804,10.135946,1161,10.05073,1239,10.145946,4048,10.04073,2462,10.155946,2581,10.03073,2323,10.165946,783,10.02073,2373,10.175946,1278,10.01073,1000,10.185946,1302,10.00073,3680,10.195946,3875,9.99073,2424,10.205946,3574
160600000000,000001.SZ,quote,10.097928,1277,1,10.07805,3472,10.117806,3106,10.06805,3006,10.127806,1092,10.05805,2876,10.137806,521,10.04805,4869,10.147806,3213,10.03805,4216,10.157806,3599,10.02805,1747,10.167806,1833,10.01805,3383,10.177806,1122,10.00805,1352,10.187806,515,9.99805,4689,10.197806,3057,9.98805,4817,10.207806,3997
160700000000,000001.SZ,quote,10.095406,3496,-1,10.080345,992,10.110468,1996,10.070345,3690,10.120468,550,10.060345,2926,10.130468,3931,10.050345,644,10.140468,1351,10.040345,4122,10.150468,2645,10.030345,3248,10.160468,2132,10.020345,4687,10.170468,1367,10.010345,3610,10.180468,1598,10.000345,3058,10.190468,2772,9.990345,1094,10.200468,695
160800000000,000001.SZ,quote,10.094905,4570,1,10.077893,3116,10.111917,4355,10.067893,2309,10.121917,1708,10.057893,1123,10.131917,4027,10.047893,3360,10.141917,958,10.037893,1955,10.151917,2743,10.027893,1752,10.161917,2232,10.017893,4799,10.171917,2097,10.007893,3338,10.181917,2679,9.997893,2582,10.191917,614,9.987893,4275,10.201917,1124
160900000000,000001.SZ,quote,10.096706,225,1,10.079569,1905,10.113844,4725,10.069569,3570,10.123844,696,10.059569,1883,10.133844,2497,10.049569,709,10.143844,3334,10.039569,749,10.153844,3986,10.029569,4053,10.163844,4141,10.019569,1272,10.173844,2569,10.009569,4930,10.183844,3283,9.999569,2416,10.193844,2321,9.989569,2131,10.203844,1499
161000000000,000001.SZ,quote,10.096704,3828,1,10.08406,3423,10.109349,2592,10.07406,1040,10.119349,1898,10.06406,1858,10.129349,2897,10.05406,1956,10.139349,1782,10.04406,547,10.149349,1973,10.03406,4658,10.159349,4996,10.02406,1091,10.169349,3420,10.01406,1982,10.179349,889,10.00406,4669,10.189349,3401,9.99406,1636,10.199349,1406
161100000000,000001.SZ,quote,10.098773,4585,-1,10.079789,1484,10.117756,1793,10.069789,3916,10.127756,4023,10.059789,1861,10.137756,3237,10.049789,872,10.147756,3183,10.039789,967,10.157756,4409,10.029789,2367,10.167756,1613,10.019789,2781,10.177756,1019,10.009789,2397,10.187756,2919,9.999789,2454,10.197756,943,9.989789,2523,10.207756,1882
161200000000,000001.SZ,quote,10.097965,1479,1,10.08003,2552,10.1159,3755,10.07003,1744,10.1259,2463,10.06003,2387,10.1359,4643,10.05003,2807,10.1459,2922,10.04003,887,10.1559,2400,10.03003,4447,10.1659,3719,10.02003,3406,10.1759,2604,10.01003,2224,10.1859,2679,10.00003,1764,10.1959,3419,9.99003,4797,10.2059,656
161300000000,000001.SZ,quote,10.096111,4382,1,10.076229,2586,10.115994,1286,10.066229,2855,10.125994,3870,10.056229,2513,10.135994,1548,10.046229,883,10.145994,4721,10.036229,3115,10.155994,666,10.026229,3225,10.165994,968,10.016229,2731,10.175994,4687,10.006229,4559,10.185994,1366,9.996229,3240,10.195994,727,9.986229,3080,10.205994,1465
161400000000,000001.SZ,quote,10.096454,3922,1,10.077163,1895,10.115744,1358,10.067163,986,10.125744,925,10.057163,4459,10.135744,2573,10.047163,2866,10.145744,2606,10.037163,4354,10.155744,2396,10.027163,1378,10.165744,1087,10.017163,4363,10.175744,1522,10.007163,4468,10.185744,2559,9.997163,580,10.195744,742,9.987163,2141,10.205744,2598
161500000000,000001.SZ,quote,10.095593,4229,1,10.07937,4841,10.111816,3745,10.06937,3199,10.121816,4487,10.05937,2204,10.131816,4422,10.04937,2906,10.141816,2778,10.03937,3599,10.151816,3816,10.02937,3588,10.161816,540,10.01937,4124,10.171816,1606,10.00937,2295,10.181816,3725,9.99937,3600,10.191816,975,9.98937,2893,10.201816,4349
161600000000,000001.SZ,quote,10.094173,4673,-1,10.080989,4950,10.107357,512,10.070989,2080,10.117357,4074,10.060989,4733,10.127357,2226,10.050989,4604,10.137357,1760,10.040989,3412,10.147357,1587,10.030989,4870,10.157357,2810,10.020989,538,10.167357,3007,10.010989,2269,10.177357,2523,10.000989,3490,10.187357,1458,9.990989,3794,10.197357,649
161700000000,000001.SZ,quote,10.091993,2791,1,10.075132,4113,10.108855,3559,10.065132,1584,10.118855,4027,10.055132,3930,10.128855,2872,10.045132,920,10.138855,2277,10.035132,1308,10.148855,4000,10.025132,2108,10.158855,3779,10.015132,4349,10.168855,4786,10.005132,1069,10.178855,4267,9.995132,3081,10.188855,1724,9.985132,2643,10.198855,1049
161800000000,000001.SZ,quote,10.090484,3257,1,10.076532,1783,10.104437,4720,10.066532,2384,10.114437,2303,10.056532,593,10.124437,2213,10.046532,3431,10.134437,2468,10.036532,3503,10.144437,1611,10.026532,3753,10.154437,842,10.016532,4775,10.164437,4901,10.006532,3332,10.174437,2041,9.996532,1981,10.184437,4333,9.986532,2439,10.194437,2877
161900000000,000001.SZ,quote,10.091713,788,1,10.079472,4504,10.103955,2995,10.069472,4229,10.113955,3195,10.059472,2730,10.123955,4509,10.049472,2152,10.133955,4182,10.039472,4294,10.143955,802,10.029472,2756,10.153955,826,10.019472,3916,10.163955,4258,10.009472,4874,10.173955,1055,9.999472,3039,10.183955,3486,9.989472,3689,10.193955,3255
162000000000,000001.SZ,quote,10.092163,2008,1,10.072597,1270,10.11173,756,10.062597,2143,10.12173,2554,10.052597,673,10.13173,3310,10.042597,4351,10.14173,2184,10.032597,3788,10.15173,4935,10.022597,1291,10.16173,919,10.012597,4750,10.17173,665,10.002597,2903,10.18173,1397,9.992597,4570,10.19173,3070,9.982597,4016,10.20173,2776
162100000000,000001.SZ,quote,10.094506,1423,-1,10.082252,4619,10.106759,4647,10.072252,4238,10.116759,4218,10.062252,1059,10.126759,3976,10.052252,1326,10.136759,3671,10.042252,3123,10.146759,4647,10.032252,4289,10.156759,1983,10.022252,2397,10.166759,3860,10.012252,2525,10.176759,3024,10.002252,1074,10.186759,1472,9.992252,762,10.196759,2660
162200000000,000001.SZ,quote,10.094734,4654,1,10.080079,4180,10.109388,1404,10.070079,1691,10.119388,3654,10.060079,3184,10.129388,4408,10.050079,1809,10.139388,4999,10.040079,1046,10.149388,1676,10.030079,1463,10.159388,1861,10.020079,4518,10.169388,4874,10.010079,4668,10.179388,3506,10.000079,1848,10.189388,2615,9.990079,1024,10.199388,3812
162300000000,000001.SZ,quote,10.091889,918,1,10.07565,3242,10.108127,3513,10.06565,2083,10.118127,4310,10.05565,2358,10.128127,1005,10.04565,2778,10.138127,2257,10.03565,4233,10.148127,3910,10.02565,2164,10.158127,1515,10.01565,4838,10.168127,3128,10.00565,3518,10.178127,3805,9.99565,4547,10.188127,678,9.98565,4539,10.198127,1509
162400000000,000001.SZ,quote,10.0915,2192,1,10.074522,4984,10.108478,1282,10.064522,2719,10.118478,3002,10.054522,518,10.128478,539,10.044522,984,10.138478,2726,10.034522,796,10.148478,4141,10.024522,3527,10.158478,3861,10.014522,869,10.168478,1720,10.004522,2453,10.178478,1507,9.994522,917,10.188478,3963,9.984522,3058,10.198478,830
162500000000,000001.SZ,quote,10.091167,4083,-1,10.071232,3867,10.111102,4793,10.061232,1821,10.121102,1945,10.051232,4623,10.131102,3204,10.041232,3002,10.141102,1760,10.031232,4214,10.151102,2188,10.021232,2690,10.161102,2618,10.011232,4476,10.171102,1722,10.001232,3570,10.181102,1441,9.991232,4435,10.191102,2096,9.981232,3867,10.201102,3841
162600000000,000001.SZ,quote,10.091954,2359,1,10.072937,3500,10.11097,4667,10.062937,4280,10.12097,2493,10.052937,4467,10.13097,1048,10.042937,990,10.14097,3142,10.032937,2036,10.15097,1670,10.022937,3404,10.16097,951,10.012937,4023,10.17097,4559,10.002937,4264,10.18097,1486,9.992937,3152,10.19097,2097,9.982937,3787,10.20097,516
162700000000,000001.SZ,quote,10.093561,2471,-1,10.080706,664,10.106415,2606,10.070706,1001,10.116415,1792,10.060706,3368,10.126415,3588,10.050706,982,10.136415,882,10.040706,2904,10.146415,1490,10.030706,2146,10.156415,1315,10.020706,3850,10.166415,3750,10.010706,4548,10.176415,4308,10.000706,3384,10.186415,1709,9.990706,4434,10.196415,504
162800000000,000001.SZ,quote,10.093188,3769,1,10.073263,1340,10.113112,4096,10.063263,4022,10.123112,2244,10.053263,3168,10.133112,575,10.043263,3862,10.143112,2921,10.033263,1961,10.153112,4256,10.023263,1788,10.163112,692,10.013263,2909,10.173112,2225,10.003263,4692,10.183112,4987,9.993263,1324,10.193112,4490,9.983263,3835,10.203112,4283
162900000000,000001.SZ,quote,10.092573,1475,1,10.07311,783,10.112037,1678,10.06311,3348,10.122037,3055,10.05311,2519,10.132037,1088,10.04311,3746,10.142037,2401,10.03311,1046,10.152037,3109,10.02311,4680,10.162037,3031,10.01311,3948,10.172037,2734,10.00311,4452,10.182037,1533,9.99311,3248,10.192037,3928,9.98311,943,10.202037,2816
163000000000,000001.SZ,quote,10.091877,4297,-1,10.076138,867,10.107616,2172,10.066138,4070,10.117616,675,10.056138,3701,10.127616,1380,10.046138,3123,10.137616,3374,10.036138,768,10.147616,2013,10.026138,3718,10.157616,1029,10.016138,2446,10.167616,2608,10.006138,741,10.177616,4360,9.996138,2354,10.187616,1266,9.986138,1606,10.197616,1767
163100000000,000001.SZ,quote,10.093635,3638,1,10.076259,4096,10.111011,4067,10.066259,3825,10.121011,3145,10.056259,2846,10.131011,534,10.046259,3156,10.141011,2419,10.036259,1964,10.151011,2775,10.026259,1784,10.161011,1433,10.016259,3874,10.171011,2773,10.006259,2312,10.181011,3243,9.996259,2332,10.191011,1865,9.986259,4600,10.201011,4058
163200000000,000001.SZ,quote,10.096116,198,1,10.080385,1055,10.111847,2464,10.070385,4754,10.121847,762,10.060385,3227,10.131847,4211,10.050385,2337,10.141847,2030,10.040385,1448,10.151847,2331,10.030385,3597,10.161847,4133,10.020385,3652,10.171847,2929,10.010385,3423,10.181847,3221,10.000385,3549,10.191847,1592,9.990385,3848,10.201847,1402
163300000000,000001.SZ,quote,10.095008,191,1,10.082766,3493,10.107249,4577,10.072766,568,10.117249,3483,10.062766,1781,10.127249,3559,10.052766,795,10.137249,3764,10.042766,4854,10.147249,4536,10.032766,2686,10.157249,2869,10.022766,1258,10.167249,1537,10.012766,2064,10.177249,3315,10.002766,4974,10.187249,4055,9.992766,1919,10.197249,3104
163400000000,000001.SZ,quote,10.095376,3369,-1,10.078602,3069,10.112149,4029,10.068602,704,10.122149,786,10.058602,3636,10.132149,2032,10.048602,3242,10.142149,3333,10.038602,1015,10.152149,3499,10.028602,1215,10.162149,4453,10.018602,4159,10.172149,3475,10.008602,1118,10.182149,2144,9.998602,4388,10.192149,4767,9.988602,2551,10.202149,3240
163500000000,000001.SZ,quote,10.093683,1514,1,10.075002,2121,10.112364,2688,10.065002,2557,10.122364,3238,10.055002,4841,10.132364,662,10.045002,1041,10.142364,4534,10.035002,3966,10.152364,1806,10.025002,1417,10.162364,2116,10.015002,2702,10.172364,3915,10.005002,1230,10.182364,3749,9.995002,2771,10.192364,3585,9.985002,1130,10.202364,3120
163600000000,000001.SZ,quote,10.091575,3635,1,10.073976,2533,10.109174,1738,10.063976,1656,10.119174,1544,10.053976,2643,10.129174,4183,10.043976,820,10.139174,4678,10.033976,1276,10.149174,519,10.023976,1378,10.159174,2709,10.013976,4825,10.169174,1385,10.003976,1874,10.179174,4126,9.993976,1092,10.189174,4884,9.983976,2732,10.199174,856
163700000000,000001.SZ,quote,10.093221,2156,-1,10.076777,4165,10.109666,2974,10.066777,1478,10.119666,1612,10.056777,3791,10.129666,4721,10.046777,1400,10.139666,4493,10.036777,2545,10.149666,567,10.026777,616,10.159666,4769,10.016777,648,10.169666,3151,10.006777,4718,10.179666,4938,9.996777,597,10.189666,3200,9.986777,4660,10.199666,842
163800000000,000001.SZ,quote,10.0935,1677,-1,10.079358,2815,10.107643,706,10.069358,3284,10.117643,773,10.059358,1420,10.127643,895,10.049358,3277,10.137643,3585,10.039358,2313,10.147643,3295,10.029358,4745,10.157643,4039,10.019358,811,10.167643,2010,10.009358,1365,10.177643,2432,9.999358,1061,10.187643,1296,9.989358,3866,10.197643,3898
163900000000,000001.SZ,quote,10.093911,1223,-1,10.078567,1816,10.109255,2880,10.068567,4023,10.119255,4170,10.058567,3957,10.129255,2615,10.048567,1681,10.139255,4642,10.038567,1440,10.149255,1720,10.028567,3340,10.159255,4790,10.018567,2057,10.169255,3748,10.008567,1800,10.179255,922,9.998567,4244,10.189255,2691,9.988567,4671,10.199255,2658
164000000000,000001.SZ,quote,10.09442,2729,-1,10.076898,1910,10.111941,3684,10.066898,536,10.121941,1717,10.056898,503,10.131941,2504,10.046898,2335,10.141941,1147,10.036898,2627,10.151941,4044,10.026898,3526,10.161941,3918,10.016898,3399,10.171941,4558,10.006898,1482,10.181941,3937,9.996898,3700,10.191941,3403,9.986898,4522,10.201941,4696
164100000000,000001.SZ,quote,10.09521,2438,1,10.081521,969,10.108898,2983,10.071521,2426,10.118898,4606,10.061521,3744,10.128898,2881,10.051521,1322,10.138898,3759,10.041521,2717,10.148898,3381,10.031521,823,10.158898,4828,10.021521,3658,10.168898,1681,10.011521,3145,10.178898,2056,10.001521,1566,10.188898,1541,9.991521,2352,10.198898,688
164200000000,000001.SZ,quote,10.09504,2321,1,10.081858,3658,10.108222,2586,10.071858,1270,10.118222,2026,10.061858,3885,10.128222,1308,10.051858,2282,10.138222,3482,10.041858,3474,10.148222,4514,10.031858,2558,10.158222,3126,10.021858,4957,10.168222,3751,10.011858,1471,10.178222,4628,10.001858,609,10.188222,3145,9.991858,4628,10.198222,2139
